	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
55	+	2.36030281387883	-3.3576062520345	O00584	O00584	Ribonuclease T2	RNASET2	208	Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	5	5	5	1	0	1	3	4	5	5	0	1	3	4	5	5	256	256		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	6.2	12.5	18	24.2	24.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	24.2	24.2	24.2	29.48	0	24.489	0.00436211575598836	0.0139568345323741	-3.3576062520345	-5.81184042917494	23.5552253723145	23.564790725708	25.0368270874023	27.6443710327148	26.8099269866943	27.7753639221191	DOWN	DOWN	RNASET2
2890	+	1.908590148474	-3.26442209879557	Q9Y5Y6	Q9Y5Y6	Suppressor of tumorigenicity 14 protein	ST14	4614	Suppressor of tumorigenicity 14 protein OS=Homo sapiens OX=9606 GN=ST14 PE=1 SV=2	21	21	21	1	1	0	0	7	6	6	1	0	0	7	6	6	855	855	By matching			By MS/MS	By MS/MS	By MS/MS	1.6	0	0	12.7	12.7	10.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	32.3	32.3	32.3	94.769	0	323.31	0.0123426908574994	0.023455	-3.26442209879557	-4.33072232725365	22.4446754455566	24.7928295135498	22.8851737976074	27.0542411804199	26.2997436523438	26.5619602203369	DOWN	DOWN	ST14
2299	+	2.17274097463255	-3.24630355834961	Q9BPW8	Q9BPW8	Protein NipSnap homolog 1	NIPSNAP1	3635	Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1	10	10	10	1	2	0	4	7	5	6	2	0	4	7	5	6	284	284	By matching		By matching	By MS/MS	By MS/MS	By MS/MS	8.1	0	11.3	26.4	18	26.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	50.7	50.7	50.7	33.31	0	38.139	0.00671829431306327	0.0177770897832817	-3.24630355834961	-5.1556238663008	24.3072776794434	22.8854141235352	25.0186920166016	27.2128963470459	27.3292865753174	27.4081115722656	DOWN	DOWN	NIPSNAP1
1477	+	3.46714043019984	-3.24137878417969	Q12931	Q12931	Heat shock protein 75 kDa, mitochondrial	TRAP1	2195	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3	28	28	28	1	6	8	11	23	16	18	6	8	11	23	16	18	704	704	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.3	17	24	33	32	34.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	28	28	28	41.6	41.6	41.6	80.109	0	201.92	0.000341082603881274	0.0047741935483871	-3.24137878417969	-11.3712031488689	26.9373054504395	27.2481670379639	27.434440612793	30.5443458557129	29.9830493927002	30.8166542053223	DOWN	DOWN	TRAP1
879	+	2.29593199620824	-3.19170252482096	P35354	P35354	Prostaglandin G/H synthase 2	PTGS2	1386	Prostaglandin G/H synthase 2 OS=Homo sapiens OX=9606 GN=PTGS2 PE=1 SV=2	11	11	11	1	1	1	1	9	7	6	1	1	1	9	7	6	604	604	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.2	2.2	2.2	21.2	16.7	15.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	11	11	26.8	26.8	26.8	68.995	0	23.927	0.00505903872514999	0.015358361774744	-3.19170252482096	-5.5794446920777	24.4987239837646	23.155740737915	22.5774555206299	26.6785526275635	26.4880294799805	26.6404457092285	DOWN	DOWN	PTGS2
725	+	2.54716785053449	-3.18788146972656	P23368	P23368	NAD-dependent malic enzyme, mitochondrial	ME2	1179	NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1	6	6	6	1	1	0	0	4	4	5	1	0	0	4	4	5	584	584	By matching			By MS/MS	By MS/MS	By MS/MS	1.4	0	0	10.3	10.3	10.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	14.7	14.7	14.7	65.443	0	10.543	0.00283682241265226	0.0115670995670996	-3.18788146972656	-6.53260724132989	23.2236061096191	22.907657623291	24.4991550445557	26.7414970397949	26.6600341796875	26.7925319671631	DOWN	DOWN	ME2
2042	+	5.1400365678071	-3.15654309590657	Q8TE77	Q8TE77	Protein phosphatase Slingshot homolog 3	SSH3	3198	Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2	5	5	5	1	1	1	0	5	4	3	1	1	0	5	4	3	659	659	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	2.4	2.4	0	10	8.8	6.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	10	10	10	72.995	0	12.652	7.24374964781928e-06	0	-3.15654309590657	-30.1127486547508	22.6246433258057	22.8244571685791	22.6475772857666	25.8693599700928	25.7040348052979	25.9929122924805	DOWN	DOWN	SSH3
2238	+	3.89060218851625	-3.15332158406575	Q96RP9	Q96RP9	Elongation factor G, mitochondrial	GFM1	3544	Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2	15	15	15	1	2	2	2	10	8	8	2	2	2	10	8	8	751	751	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.3	4.3	3.6	18.1	16.6	17.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	24.8	24.8	24.8	83.471	0	36.26	0.000128646451520303	0.00427450980392157	-3.15332158406575	-14.5819148940457	24.8932838439941	24.4561328887939	25.0570125579834	28.1008930206299	28.0498867034912	27.7156143188477	DOWN	DOWN	GFM1
1580	+	3.08929377270986	-3.10085105895996	Q14137	Q14137	Ribosome biogenesis protein BOP1	BOP1	2339	Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2	8	8	8	1	2	1	2	4	3	3	2	1	2	4	3	3	746	746	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2	1.1	2.8	12.6	5.9	5.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	19.2	19.2	19.2	83.629	0	23.012	0.000814153374522775	0.00562790697674419	-3.10085105895996	-9.08421826089028	23.4352245330811	23.2363567352295	22.3644847869873	26.2597408294678	25.9445400238037	26.1343383789063	DOWN	DOWN	BOP1
516	+	4.56604278152165	-3.08259709676107	P09525	P09525	Annexin A4	ANXA4	894	Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	26	26	26	1	10	11	11	20	19	18	10	11	11	20	19	18	319	319	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.3	45.5	46.1	68	70.2	68	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	26	26	70.5	70.5	70.5	35.882	0	277.39	2.71617169076373e-05	0.00167272727272727	-3.08259709676107	-21.6024890670992	28.1345252990723	28.052791595459	28.3392181396484	31.3681755065918	31.3769454956055	31.0292053222656	DOWN	DOWN	ANXA4
1871	+	3.01104128483152	-3.05254236857096	Q6XQN6	Q6XQN6	Nicotinate phosphoribosyltransferase	NAPRT	2831	Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2	5	5	5	1	0	0	0	4	5	4	0	0	0	4	5	4	538	538				By MS/MS	By MS/MS	By MS/MS	0	0	0	11	14.5	12.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	14.5	14.5	14.5	57.578	0	51.917	0.000974896957816001	0.00658823529411765	-3.05254236857096	-8.66764587784656	22.1135368347168	23.176700592041	23.137544631958	25.8958511352539	25.7564125061035	25.9331455230713	DOWN	DOWN	NAPRT
786	+	1.34444756561133	-3.00662104288737	P28288	P28288	ATP-binding cassette sub-family D member 3	ABCD3	1263	ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1	7	7	7	1	3	3	4	4	6	5	3	3	4	4	6	5	659	659	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.5	5.5	8.2	7.3	10.8	8.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA			7	7	7	12.3	12.3	12.3	75.475	0	31.82	0.0452431083139841	0.053921768707483	-3.00662104288737	-2.87493597475495	22.7194232940674	22.5076713562012	25.7429885864258	26.5784511566162	26.712272644043	26.6992225646973	DOWN	DOWN	ABCD3
2911	+	2.06810587023492	-2.94436836242676	Q9Y6Q5	Q9Y6Q5	AP-1 complex subunit mu-2	AP1M2	4656	AP-1 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP1M2 PE=1 SV=4	7	4	4	1	1	1	2	4	5	5	0	0	1	3	2	3	423	423	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	1.9	1.9	5.9	11.3	13.5	11.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	4	4	16.5	9.9	9.9	48.108	0	53.699	0.0085485829420928	0.0198062678062678	-2.94436836242676	-4.81588566927167	23.8363761901855	21.8271770477295	23.2670783996582	26.089542388916	25.6704978942871	26.0036964416504	DOWN	DOWN	AP1M2
2374	+	2.35183216023785	-2.90224266052246	Q9BYB4	Q9BYB4	Guanine nucleotide-binding protein subunit beta-like protein 1	GNB1L	3770	Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens OX=9606 GN=GNB1L PE=1 SV=2	5	5	5	1	0	0	1	4	2	4	0	0	1	4	2	4	327	327			By matching	By MS/MS	By MS/MS	By MS/MS	0	0	5.2	21.7	11.6	18.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	25.4	25.4	25.4	35.618	0	9.9042	0.00444803135248883	0.0141992882562278	-2.90224266052246	-5.78081318141106	23.4720134735107	22.4624919891357	24.0881977081299	26.0418071746826	26.5721321105957	26.1154918670654	DOWN	DOWN	GNB1L
2803	+	4.50415300313494	-2.8669605255127	Q9Y2Q3	Q9Y2Q3	Glutathione S-transferase kappa 1	GSTK1	4490	Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3	10	10	10	1	4	5	4	8	6	8	4	5	4	8	6	8	226	226	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27.4	33.2	27.9	44.7	37.2	46.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	52.2	52.2	52.2	25.497	0	89.893	3.13218205360145e-05	0.0016140350877193	-2.8669605255127	-20.8409204744112	26.4483394622803	26.6056900024414	26.8526954650879	29.6420993804932	29.4079093933105	29.4575977325439	DOWN	DOWN	GSTK1
577	+	2.68776290368037	-2.85565185546875	P12277	P12277	Creatine kinase B-type	CKB	971	Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1	10	10	10	1	4	4	5	5	10	8	4	4	5	5	10	8	381	381	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.4	13.9	19.9	23.9	41.5	25.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	41.5	41.5	41.5	42.644	0	154.23	0.00205228228464831	0.0110588235294118	-2.85565185546875	-7.12408477194979	26.6907253265381	25.6151523590088	26.7209072113037	29.0314693450928	29.535120010376	29.0271511077881	DOWN	DOWN	CKB
1372	+	4.89781491016384	-2.84969774881998	Q00796	Q00796	Sorbitol dehydrogenase	SORD	2045	Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4	14	14	14	1	3	5	6	12	11	10	3	5	6	12	11	10	357	357	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.6	30.5	36.4	50.7	59.4	56	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	59.4	59.4	59.4	38.324	0	193.74	1.26527547413055e-05	0.00278787878787879	-2.84969774881998	-26.1781081611634	26.2728424072266	26.536470413208	26.6281185150146	29.3548526763916	29.3478164672852	29.2838554382324	DOWN	DOWN	SORD
2744	+	2.54181998230733	-2.82345771789551	Q9ULC5	Q9ULC5;Q9UKU0	Long-chain-fatty-acid--CoA ligase 5	ACSL5	4403	Long-chain-fatty-acid--CoA ligase 5 OS=Homo sapiens OX=9606 GN=ACSL5 PE=1 SV=1	26;1	26;1	25;1	2	7	8	9	21	13	20	6	7	8	20	12	19	683	683;697	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.2	17.1	19.8	38.8	24.9	36.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	26	25	42.6	42.6	42.6	75.99	0	213.45	0.00287197078461632	0.0114924731182796	-2.82345771789551	-6.51097460987692	26.6570377349854	26.7337608337402	26.6172275543213	30.2176647186279	29.5384922027588	28.7222423553467	DOWN	DOWN	ACSL5
504	+	1.61137508822789	-2.8172804514567	P09110	P09110	3-ketoacyl-CoA thiolase, peroxisomal	ACAA1	879	3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	10	10	10	1	2	4	5	9	7	8	2	4	5	9	7	8	424	424	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.9	14.9	15.6	32.1	29.5	33	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	35.6	35.6	35.6	44.292	0	52.843	0.0244694896627225	0.0367321613236815	-2.8172804514567	-3.5191195416135	24.0449390411377	26.2833728790283	26.5529327392578	28.5799255371094	28.492244720459	28.2609157562256	DOWN	DOWN	ACAA1
1788	+	2.01395771391431	-2.81531206766764	Q53H82	Q53H82	Beta-lactamase-like protein 2	LACTB2	2638	Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2	12	12	12	1	3	5	7	11	10	12	3	5	7	11	10	12	288	288	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.7	23.6	29.9	44.8	44.1	49.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	12	12	12	49.3	49.3	49.3	32.805	0	87.786	0.00968372139461948	0.0209931412894376	-2.81531206766764	-4.64692121101076	25.1403980255127	27.1804447174072	26.4912433624268	29.2588958740234	28.9571781158447	29.0419483184814	DOWN	DOWN	LACTB2
2184	+	2.15502917943141	-2.7965145111084	Q96EY8	Q96EY8	Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	MMAB	3444	Corrinoid adenosyltransferase OS=Homo sapiens OX=9606 GN=MMAB PE=1 SV=1	7	7	7	1	0	0	1	5	3	5	0	0	1	5	3	5	250	250			By matching	By MS/MS	By MS/MS	By MS/MS	0	0	6.8	26.4	20.8	26.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	30.4	30.4	30.4	27.388	0	21.095	0.00699794976511213	0.017859756097561	-2.7965145111084	-5.09684943191957	22.5233516693115	24.3473968505859	23.8189220428467	26.4666576385498	26.1890697479248	26.4234867095947	DOWN	DOWN	MMAB
613	+	1.86627307188297	-2.76987902323405	P15104	P15104	Glutamine synthetase	GLUL	1021	Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4	5	5	5	1	1	1	1	2	5	3	1	1	1	2	5	3	373	373	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.7	2.7	2.7	7	15.5	9.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	15.5	15.5	15.5	42.064	0	20.552	0.0136058891426459	0.0264682926829268	-2.76987902323405	-4.20819441940692	22.7471370697021	22.5298500061035	24.4865474700928	26.4708366394043	25.8002052307129	25.8021297454834	DOWN	DOWN	GLUL
2810	+	1.68256815762299	-2.73664347330729	Q9Y2T3	Q9Y2T3	Guanine deaminase	GDA	4498	Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1	4	4	4	1	0	0	0	0	3	3	0	0	0	0	3	3	454	454					By MS/MS	By MS/MS	0	0	0	0	11.2	11.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	15.9	15.9	15.9	51.002	0	9.5778	0.0207697774175139	0.033296943231441	-2.73664347330729	-3.70360724410397	23.3054809570313	22.5133953094482	22.9979038238525	24.272123336792	26.4129486083984	26.3416385650635	DOWN	DOWN	GDA
1595	+	3.71322686908253	-2.72173627217611	Q14244	Q14244	Ensconsin	MAP7	2359	Ensconsin OS=Homo sapiens OX=9606 GN=MAP7 PE=1 SV=1	7	7	7	1	1	0	1	3	5	6	1	0	1	3	5	6	749	749	By matching		By matching	By MS/MS	By MS/MS	By MS/MS	1.6	0	1.6	6.7	9.5	10.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	13.6	13.6	13.6	84.051	0	23.935	0.000193541066961301	0.0048955223880597	-2.72173627217611	-13.1431707106535	23.5594997406006	23.1806468963623	23.2763500213623	26.2435436248779	25.7146587371826	26.223503112793	DOWN	DOWN	MAP7
2458	+	2.71524358269615	-2.71313921610514	Q9H5Q4	Q9H5Q4	Dimethyladenosine transferase 2, mitochondrial	TFB2M	3913	Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TFB2M PE=1 SV=1	6	6	6	1	2	1	1	4	4	6	2	1	1	4	4	6	396	396	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	5.3	2.8	2.8	14.4	15.7	21.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	21.2	21.2	21.2	45.348	0	8.9158	0.00192644412563333	0.01068671679198	-2.71313921610514	-7.24500606755944	23.0940933227539	23.0798149108887	24.2040596008301	26.1334381103516	26.2515296936035	26.132417678833	DOWN	DOWN	TFB2M
429	+	3.27200390206645	-2.70175997416179	P05165	P05165	Propionyl-CoA carboxylase alpha chain, mitochondrial	PCCA	779	Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4	5	5	5	1	0	0	0	4	3	4	0	0	0	4	3	4	728	728				By MS/MS	By MS/MS	By MS/MS	0	0	0	8.5	6.2	7.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	10.2	10.2	10.2	80.058	0	8.625	0.000534559556443287	0.00506422018348624	-2.70175997416179	-10.1301004322305	22.7421340942383	23.3925533294678	23.2878856658936	26.1890888214111	25.706672668457	25.6320915222168	DOWN	DOWN	PCCA
1868	+	3.76307280416557	-2.6987444559733	Q6UX53	Q6UX53	Methyltransferase-like protein 7B	METTL7B	2822	Methyltransferase-like protein 7B OS=Homo sapiens OX=9606 GN=METTL7B PE=1 SV=2	3	3	3	1	0	1	0	2	3	3	0	1	0	2	3	3	244	244		By matching		By MS/MS	By MS/MS	By MS/MS	0	3.7	0	9.4	13.1	13.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	13.1	13.1	13.1	27.775	0	4.9615	0.000172554860059516	0.005125	-2.6987444559733	-13.5330145306179	23.2621631622314	23.0612564086914	23.706859588623	26.0915012359619	25.9262619018555	26.1087493896484	DOWN	DOWN	METTL7B
1770	+	2.68151428398429	-2.6867872873942	Q3LXA3	Q3LXA3	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)	DAK	2608	Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2	10	10	10	1	1	1	2	7	5	9	1	1	2	7	5	9	575	575	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.2	4.2	5.6	10.3	5.7	16.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	18.4	18.4	18.4	58.946	0	18.371	0.00208202392614115	0.0112798053527981	-2.6867872873942	-7.09683855087657	23.8569259643555	23.1424674987793	24.0825347900391	26.5363655090332	25.8894596099854	26.7164649963379	DOWN	DOWN	DAK
2825	+	1.75988010149375	-2.66472562154134	Q9Y365	Q9Y365	PCTP-like protein	STARD10	4516	START domain-containing protein 10 OS=Homo sapiens OX=9606 GN=STARD10 PE=1 SV=2	3	3	3	1	0	1	0	2	3	2	0	1	0	2	3	2	291	291		By matching		By MS/MS	By MS/MS	By MS/MS	0	2.7	0	10.7	13.4	10.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	13.4	13.4	13.4	33.048	0	3.4278	0.0173828066097489	0.031294930875576	-2.66472562154134	-3.91075094649462	22.3045978546143	24.4432544708252	22.6936931610107	25.8385791778564	26.1061744689941	25.4909687042236	DOWN	DOWN	STARD10
1476	+	1.5275541784211	-2.65721384684245	Q12929	Q12929	Epidermal growth factor receptor kinase substrate 8	EPS8	2194	Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1	14	14	14	1	3	2	2	5	7	9	3	2	2	5	7	9	822	822	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	7.1	3.5	2.2	13.4	13.5	17.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	23.2	23.2	23.2	91.88	0	91.702	0.0296787647651707	0.0405229268292683	-2.65721384684245	-3.3091236967519	25.5914649963379	23.1982574462891	23.2208805084229	26.4304580688477	26.717903137207	26.8338832855225	DOWN	DOWN	EPS8
497	+	5.01657191895371	-2.60746701558431	P08727	P08727	Keratin, type I cytoskeletal 19	KRT19	871	Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4	53	50	1	1	26	25	26	48	42	46	0	0	0	1	1	1	400	400	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	70.5	68.5	66	98.2	92.5	96.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	53	50	1	98.2	98.2	7.5	44.105	0	323.31	9.62560600209919e-06	0	-2.60746701558431	-28.0389889959397	31.5473823547363	31.3846855163574	31.4592418670654	33.9796295166016	34.2311325073242	34.0029487609863	DOWN	DOWN	KRT19
963	+	3.66371534455404	-2.59112230936686	P43487	P43487	Ran-specific GTPase-activating protein	RANBP1	1506	Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	14	14	14	1	9	7	6	10	10	12	9	7	6	10	10	12	201	201	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.3	37.8	37.8	49.3	45.8	53.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	69.2	69.2	69.2	23.31	0	179.39	0.000216912537787025	0.00458741258741259	-2.59112230936686	-12.7666534117881	28.1729316711426	28.7421722412109	28.7168579101563	30.9769191741943	31.1769428253174	31.2514667510986	DOWN	DOWN	RANBP1
126	+	2.22526873178633	-2.55024147033691	O15551	O15551	Claudin-3	CLDN3	323	Claudin-3 OS=Homo sapiens OX=9606 GN=CLDN3 PE=1 SV=1	3	3	3	1	0	1	1	1	3	2	0	1	1	1	3	2	220	220		By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	8.2	8.2	8.2	11.4	8.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	11.4	11.4	11.4	23.318	0	80.953	0.00595293675027002	0.0169790660225443	-2.55024147033691	-5.33307448306621	23.7291221618652	22.4915161132813	22.8701343536377	26.1127109527588	25.0471420288086	25.5816440582275	DOWN	DOWN	CLDN3
1734	+	1.78334264565011	-2.51650555928548	Q16625	Q16625	Occludin	OCLN	2556	Occludin OS=Homo sapiens OX=9606 GN=OCLN PE=1 SV=1	7	7	7	1	0	0	0	5	3	4	0	0	0	5	3	4	522	522				By MS/MS	By MS/MS	By MS/MS	0	0	0	13.4	9	10.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	17.2	17.2	17.2	59.143	0	30.874	0.0164686255241574	0.0295804195804196	-2.51650555928548	-3.9750805242009	24.0320682525635	23.4431972503662	23.3521175384521	25.978343963623	27.2238903045654	25.1746654510498	DOWN	DOWN	OCLN
65	+	3.22868277083075	-2.47578048706055	O14639	O14639	Actin-binding LIM protein 1	ABLIM1	228	Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3	5	5	5	1	1	1	0	4	3	3	1	1	0	4	3	3	778	778	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	2.1	2.1	0	7.1	6	5.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	9.3	9.3	9.3	87.687	0	12.811	0.000590632348362572	0.00482096069868996	-2.47578048706055	-9.87243395862444	23.5518550872803	23.4685192108154	22.8734607696533	25.9462814331055	25.5158100128174	25.8590850830078	DOWN	DOWN	ABLIM1
